"AXLE_CNT","CARGO_BD_TYPE","UNIT_NUM","CARRIER_ADDR_1","CARRIER_ADDR_2","CARRIER_ADDR_CITY","CARRIER_ADDR_STATE","CARRIER_ADDR_ZIP","CARRIER_NM","CARRIER_TEL","CRASH_YEAR","CRN","GVWR","HAZMAT_CD1","HAZMAT_CD2","HAZMAT_CD3","HAZMAT_CD4","HAZMAT_IND","HAZMAT_REL_IND1","HAZMAT_REL_IND2","HAZMAT_REL_IND3","HAZMAT_REL_IND4","ICC_NUM","OSIZE_LOAD_IND","PUC_NUM","USDOT_NUM","VEH_CONFIG_CD","COUNTY_YEAR","COUNTY","MUNICIPALITY"
"99","8","2","440 N BROAD STREET","","PHILADELPHIA","PA","19130","CITY OF PHILADELPHIA","2152077451","2014","2014122019","999999","","","","","N","","","","","","N","","","11","COMMVEH_2014_Philadelphia","67","67301"
"99","9","2","OLD NAPLES LN","","MEREDOSIA","IL","62665","BULK LOGISTICS INC","9999999999","2014","2014122022","999999","","","","","N","","","","","","N","","","08","COMMVEH_2014_Philadelphia","67","67301"
"99","1","2","1619 HANFORD STREET","","LEVITTOWN","PA","19057","BUTTERCUP FARMS INC","9999999999","2014","2014122030","054000","","","","","N","","","","","","N","","","08","COMMVEH_2014_Philadelphia","67","67301"
"99","1","1","CHERRY","","PHILA","PA","99999","THERMO FISHER SCIENTIFIC INC","9999999999","2014","2014122408","999999","","","","","N","","","","","","N","","","05","COMMVEH_2014_Philadelphia","67","67301"
"05","1","1","UNKNOWN","","UNKNOWN","ZZ","99999","UNKNOWN","9999999999","2014","2014024555","999999","","","","","N","","","","","","U","","","08","COMMVEH_2014_Philadelphia","67","67301"
"02","8","2","1234 MARKET STREET","","PHILA","PA","19107","TRENTON PHILADELPHIA COACH CO","2155807947","2014","2014024885","050000","","","","","N","","","","","","N","","00010206","11","COMMVEH_2014_Philadelphia","67","67301"
"02","8","2","1234 MARKET ST","4TH FL","PHILADELPHIA","PA","19107","SOUTHEASTERN PA TRANSPORTATION","2155806418","2014","2014024900","000000","","","","","N","","","","","000008133","N","","00010206","11","COMMVEH_2014_Philadelphia","67","67301"
"99","9","1","UNKNOWN","","UNKNOWN","NJ","99999","TIRE CORRAL OF AMERICA INC","9999999999","2014","2014035694","999999","","","","","N","","","","","","N","","","05","COMMVEH_2014_Philadelphia","67","67301"
"99","8","2","MARKET","","PHILA","PA","19107","SEPTA","9999999999","2014","2014035701","999999","","","","","N","","","","","","N","","","11","COMMVEH_2014_Philadelphia","67","67301"
"99","8","2","MARKET","","PHILA","PA","19107","SEPTA","9999999999","2014","2014035704","999999","","","","","N","","","","","","N","","","11","COMMVEH_2014_Philadelphia","67","67301"
"04","1","2","541 BRICK ST","","GLOUCESTER","NJ","08030","AGROTRANS INTERNATIONAL CO","2675068682","2014","2014035827","080000","","","","","N","","","","","","N","","01968341","08","COMMVEH_2014_Philadelphia","67","67301"
"99","9","2","5 LANDFORD COURT","","MAYS LANDING","NJ","08330","LOUIS C VELTRI TR UCKING IN C","8562321700","2014","2014035830","065000","","","","","N","","","","","","N","","00812578","06","COMMVEH_2014_Philadelphia","67","67301"
"05","1","1","23A KINGERY QUARTER","","WILLOWBROOK","IL","60527","BSL EXPRESS INC","9126508708","2014","2014036048","080000","","","","","N","","","","","","N","","01859953","08","COMMVEH_2014_Philadelphia","67","67301"
"02","4","1","2052 LUCON RD","PO BOX 196","SKIPPACK","PA","19474","HAINES  KIBBLEHOUSE","6105848500","2014","2014056687","073280","","","","","N","","","","","","N","","","03","COMMVEH_2014_Philadelphia","67","67301"
"03","9","2","9200 E 146TH ST","","NOBLESVILLE","IN","46060","JB HUNT TRANSPORT INC","8004524868","2014","2014056736","080000","","","","","N","","","","","","N","","00080806","08","COMMVEH_2014_Philadelphia","67","67301"
"02","8","1","3740 E THOMPSON ST","","PHILADELPHIA","PA","19137","DURHAM SCHOOL SERVICES LP","6308215352","2014","2014056917","027960","","","","","N","","","","","","N","","00350651","11","COMMVEH_2014_Philadelphia","67","67301"
"02","8","1","2747 SALMON ST","","PHILA","PA","19134","LEARY TRANSPORTATION","2154263464","2014","2014056992","999999","","","","","N","","","","","","N","","","11","COMMVEH_2014_Philadelphia","67","67301"
"99","9","2","415 N SUTHERLAND AVE","","MONROE","NC","28110","USA TECHNOLOGY CORPORATION","9999999999","2014","2014057073","080000","","","","","N","","","","","","N","","02195455","08","COMMVEH_2014_Philadelphia","67","67301"
"04","4","1","4455 CASTOR AVENUE","","PHILADELPHIA","PA","19124","DINARDO  SONS","2676882358","2014","2014057076","073280","","","","","N","","","","","","N","","01496165","03","COMMVEH_2014_Philadelphia","67","67301"
"05","9","2","5109 BLEIGH AVE","","PHILADELPHIA","PA","19136","W B SERVICES LLC","2673386387","2014","2014119581","080000","","","","","N","","","","","","N","","01314641","08","COMMVEH_2014_Philadelphia","67","67301"
